,SOL
landsatPlusNightLightsGoa@Goa@North Goa@462.tif,49.421142578125
landsatPlusNightLightsGoa@Goa@South Goa@86.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@78.tif,3.9619140625
landsatPlusNightLightsGoa@Goa@South Goa@405.tif,21.337646484375
landsatPlusNightLightsGoa@Goa@South Goa@324.tif,9.687255859375
landsatPlusNightLightsGoa@Goa@North Goa@499.tif,19.162841796875
landsatPlusNightLightsGoa@Goa@South Goa@494.tif,0.166015625
landsatPlusNightLightsGoa@Goa@South Goa@92.tif,5.285400390625
landsatPlusNightLightsGoa@Goa@South Goa@33.tif,14.3662109375
landsatPlusNightLightsGoa@Goa@North Goa@706.tif,18.895751953125
landsatPlusNightLightsGoa@Goa@South Goa@63.tif,5.193115234375
landsatPlusNightLightsGoa@Goa@North Goa@586.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@271.tif,7.1826171875
landsatPlusNightLightsGoa@Goa@North Goa@545.tif,52.191650390625
landsatPlusNightLightsGoa@Goa@South Goa@70.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@471.tif,5.491455078125
landsatPlusNightLightsGoa@Goa@North Goa@659.tif,12.7109375
landsatPlusNightLightsGoa@Goa@South Goa@400.tif,43.83740234375
landsatPlusNightLightsGoa@Goa@North Goa@638.tif,4.977783203125
landsatPlusNightLightsGoa@Goa@South Goa@207.tif,7.136962890625
landsatPlusNightLightsGoa@Goa@South Goa@52.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@784.tif,13.1513671875
landsatPlusNightLightsGoa@Goa@North Goa@534.tif,7.42333984375
landsatPlusNightLightsGoa@Goa@North Goa@444.tif,46.80029296875
landsatPlusNightLightsGoa@Goa@South Goa@250.tif,7.921630859375
landsatPlusNightLightsGoa@Goa@North Goa@817.tif,9.14111328125
landsatPlusNightLightsGoa@Goa@South Goa@114.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@421.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@196.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@355.tif,33.208740234375
landsatPlusNightLightsGoa@Goa@South Goa@333.tif,53.180419921875
landsatPlusNightLightsGoa@Goa@North Goa@546.tif,34.947509765625
landsatPlusNightLightsGoa@Goa@North Goa@525.tif,16.962890625
landsatPlusNightLightsGoa@Goa@South Goa@541.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@180.tif,19.024169921875
landsatPlusNightLightsGoa@Goa@North Goa@640.tif,0.1025390625
landsatPlusNightLightsGoa@Goa@North Goa@566.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@103.tif,1.145751953125
landsatPlusNightLightsGoa@Goa@South Goa@258.tif,27.577880859375
landsatPlusNightLightsGoa@Goa@South Goa@34.tif,9.0712890625
landsatPlusNightLightsGoa@Goa@South Goa@150.tif,5.393798828125
landsatPlusNightLightsGoa@Goa@South Goa@348.tif,2.2314453125
landsatPlusNightLightsGoa@Goa@North Goa@744.tif,4.697265625
landsatPlusNightLightsGoa@Goa@North Goa@812.tif,9.623779296875
landsatPlusNightLightsGoa@Goa@South Goa@149.tif,4.59521484375
landsatPlusNightLightsGoa@Goa@South Goa@71.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@565.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@653.tif,19.271484375
landsatPlusNightLightsGoa@Goa@South Goa@451.tif,6.0791015625
landsatPlusNightLightsGoa@Goa@North Goa@430.tif,7.99365234375
landsatPlusNightLightsGoa@Goa@South Goa@105.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@563.tif,1.9443359375
landsatPlusNightLightsGoa@Goa@North Goa@722.tif,4.55810546875
landsatPlusNightLightsGoa@Goa@South Goa@329.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@456.tif,5.28857421875
landsatPlusNightLightsGoa@Goa@North Goa@799.tif,11.34375
landsatPlusNightLightsGoa@Goa@North Goa@827.tif,7.901611328125
landsatPlusNightLightsGoa@Goa@South Goa@192.tif,6.8056640625
landsatPlusNightLightsGoa@Goa@South Goa@117.tif,1.27001953125
landsatPlusNightLightsGoa@Goa@North Goa@791.tif,9.094970703125
landsatPlusNightLightsGoa@Goa@North Goa@739.tif,5.68115234375
landsatPlusNightLightsGoa@Goa@South Goa@275.tif,46.097412109375
landsatPlusNightLightsGoa@Goa@North Goa@591.tif,52.88037109375
landsatPlusNightLightsGoa@Goa@North Goa@748.tif,23.36328125
landsatPlusNightLightsGoa@Goa@South Goa@434.tif,6.623779296875
landsatPlusNightLightsGoa@Goa@South Goa@517.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@120.tif,3.321044921875
landsatPlusNightLightsGoa@Goa@North Goa@807.tif,7.458740234375
landsatPlusNightLightsGoa@Goa@North Goa@637.tif,5.276611328125
landsatPlusNightLightsGoa@Goa@North Goa@793.tif,8.87744140625
landsatPlusNightLightsGoa@Goa@South Goa@17.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@35.tif,6.691650390625
landsatPlusNightLightsGoa@Goa@North Goa@686.tif,11.115478515625
landsatPlusNightLightsGoa@Goa@North Goa@485.tif,23.530517578125
landsatPlusNightLightsGoa@Goa@South Goa@60.tif,8.8623046875
landsatPlusNightLightsGoa@Goa@South Goa@437.tif,0.850830078125
landsatPlusNightLightsGoa@Goa@South Goa@122.tif,6.235595703125
landsatPlusNightLightsGoa@Goa@North Goa@699.tif,46.627685546875
landsatPlusNightLightsGoa@Goa@South Goa@242.tif,13.285400390625
landsatPlusNightLightsGoa@Goa@South Goa@454.tif,1.85546875
landsatPlusNightLightsGoa@Goa@South Goa@90.tif,7.42626953125
landsatPlusNightLightsGoa@Goa@South Goa@108.tif,5.473388671875
landsatPlusNightLightsGoa@Goa@South Goa@312.tif,63.136474609375
landsatPlusNightLightsGoa@Goa@South Goa@38.tif,5.485595703125
landsatPlusNightLightsGoa@Goa@South Goa@239.tif,21.87255859375
landsatPlusNightLightsGoa@Goa@South Goa@139.tif,7.11083984375
landsatPlusNightLightsGoa@Goa@North Goa@574.tif,27.77099609375
landsatPlusNightLightsGoa@Goa@South Goa@518.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@37.tif,6.51708984375
landsatPlusNightLightsGoa@Goa@North Goa@584.tif,4.13623046875
landsatPlusNightLightsGoa@Goa@South Goa@364.tif,7.283203125
landsatPlusNightLightsGoa@Goa@North Goa@432.tif,7.5087890625
landsatPlusNightLightsGoa@Goa@South Goa@177.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@362.tif,7.79150390625
landsatPlusNightLightsGoa@Goa@North Goa@777.tif,11.80322265625
landsatPlusNightLightsGoa@Goa@South Goa@291.tif,1.493896484375
landsatPlusNightLightsGoa@Goa@North Goa@604.tif,10.344970703125
landsatPlusNightLightsGoa@Goa@North Goa@800.tif,11.77587890625
landsatPlusNightLightsGoa@Goa@South Goa@403.tif,26.195068359375
landsatPlusNightLightsGoa@Goa@South Goa@214.tif,2.156982421875
landsatPlusNightLightsGoa@Goa@South Goa@130.tif,5.663818359375
landsatPlusNightLightsGoa@Goa@North Goa@605.tif,13.89990234375
landsatPlusNightLightsGoa@Goa@North Goa@510.tif,5.48583984375
landsatPlusNightLightsGoa@Goa@South Goa@295.tif,56.544189453125
landsatPlusNightLightsGoa@Goa@North Goa@702.tif,33.09814453125
landsatPlusNightLightsGoa@Goa@South Goa@119.tif,0.66357421875
landsatPlusNightLightsGoa@Goa@South Goa@272.tif,6.34423828125
landsatPlusNightLightsGoa@Goa@North Goa@666.tif,4.0009765625
landsatPlusNightLightsGoa@Goa@North Goa@665.tif,5.358642578125
landsatPlusNightLightsGoa@Goa@South Goa@26.tif,3.07373046875
landsatPlusNightLightsGoa@Goa@South Goa@11.tif,0.736328125
landsatPlusNightLightsGoa@Goa@South Goa@300.tif,19.359619140625
landsatPlusNightLightsGoa@Goa@North Goa@533.tif,10.35791015625
landsatPlusNightLightsGoa@Goa@South Goa@247.tif,12.83544921875
landsatPlusNightLightsGoa@Goa@South Goa@197.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@669.tif,49.591552734375
landsatPlusNightLightsGoa@Goa@South Goa@18.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@53.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@714.tif,9.31103515625
landsatPlusNightLightsGoa@Goa@North Goa@409.tif,7.337158203125
landsatPlusNightLightsGoa@Goa@North Goa@557.tif,9.143798828125
landsatPlusNightLightsGoa@Goa@South Goa@216.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@504.tif,15.8115234375
landsatPlusNightLightsGoa@Goa@North Goa@781.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@688.tif,6.72900390625
landsatPlusNightLightsGoa@Goa@South Goa@107.tif,4.622314453125
landsatPlusNightLightsGoa@Goa@South Goa@193.tif,6.849609375
landsatPlusNightLightsGoa@Goa@North Goa@465.tif,19.517578125
landsatPlusNightLightsGoa@Goa@South Goa@116.tif,0.0
landsatPlusNightLightsGoa@Goa@South Goa@237.tif,26.153564453125
landsatPlusNightLightsGoa@Goa@South Goa@102.tif,0.8251953125
landsatPlusNightLightsGoa@Goa@South Goa@118.tif,2.3798828125
landsatPlusNightLightsGoa@Goa@North Goa@750.tif,28.86181640625
landsatPlusNightLightsGoa@Goa@South Goa@109.tif,5.572265625
landsatPlusNightLightsGoa@Goa@North Goa@803.tif,11.50048828125
landsatPlusNightLightsGoa@Goa@North Goa@764.tif,0.0
landsatPlusNightLightsGoa@Goa@North Goa@446.tif,18.456787109375
landsatPlusNightLightsGoa@Goa@North Goa@667.tif,0.3515625
